user_id,item_id,pv_count_5min,is_cart_or_fav
1012637,960693,1,0
1006322,4142188,0,0
1017905,4573464,0,0
1015229,4624550,0,0
104977,3184656,0,0
1012645,2180167,0,0
1009799,4251513,0,0
100531,958052,0,0
1004689,1985302,0,0
1010289,2987404,0,0
1013742,5125106,1,0
1002237,2453685,0,0
1012734,2655922,6,0
105546,1058685,0,0
104733,3999502,0,0
105873,4290282,1,0
1008500,1896059,2,1
106123,497720,0,0
104191,2795555,0,0
1003227,2030769,0,0
1013279,3685477,1,0
102433,4193643,0,0
1003550,2100628,1,0
1014321,3606031,1,0
103736,3146549,0,0
100814,1161639,1,0
1009888,1705192,0,0
1012031,3944217,3,0
101622,580450,0,0
105884,1217471,0,0
1009237,1482119,5,0
10027,3749264,2,0
1001847,2906178,0,0
1008065,1840669,0,0
1002589,4562107,0,0
1012741,768990,0,0
1005704,3627595,0,0
1012148,4883740,0,0
103949,3913376,1,0
105009,2400640,0,0
1015099,1969473,0,0
102534,2338453,0,0
1013677,1916675,0,0
100482,2957482,0,0
1015403,4398153,0,0
1005787,3431282,1,0
1001626,2129260,0,0
1001000,4381465,0,0
1043,4795420,0,0
104368,1112929,0,0
1000738,299220,0,0
1005249,1638215,1,0
1005284,152103,0,0
102248,2368045,1,1
1001241,4860243,1,0
104667,963223,0,0
1011921,668123,0,0
105788,3670888,0,0
1002010,2577764,1,0
1008411,3169910,1,0
1000028,4598217,0,0
1009880,4474190,1,0
1003947,677513,0,0
1012373,1532280,3,0
1014237,3505205,0,0
1012031,3291942,0,0
1016005,1589399,0,0
1001915,1091579,1,0
106135,2391417,0,0
10301,2818795,3,0
105712,905925,0,0
1015705,4378839,0,0
1011347,3535771,0,0
1013238,430249,4,1
1011729,2978125,0,0
1016496,3865189,0,0
1016551,3588385,0,0
101474,4414363,2,0
1014326,642773,0,0
1010754,3379068,0,0
100562,1189660,0,0
1002034,3647217,0,0
1017076,1882707,0,0
1008799,833001,5,0
105486,4237511,0,0
1004296,2254489,1,0
1002514,5096999,2,1
105551,3563431,0,0
1002878,3089070,0,0
103416,4377992,0,0
1006351,4680034,0,0
1002058,1665234,0,0
1017598,3253868,0,0
1014988,980668,0,0
105551,1110252,0,0
1009948,1790081,1,0
10226,991837,0,0
1002501,2939347,0,0
1001366,1650374,0,0
1000374,604265,2,0
103733,2704822,0,0
103884,1966006,0,0
1017058,1086900,0,0
1013697,1581136,4,0
1012744,2954546,0,0
1009687,367929,0,0
1013504,1509815,0,0
1002589,4102184,0,0
1011943,1617154,0,0
1010857,915437,0,0
1006925,3262093,0,0
1011332,1862774,0,0
105145,1169910,2,0
1007335,3762372,0,0
1009439,1784727,0,0
105682,5109969,2,0
1009788,3006746,0,0
103863,3713224,0,0
1007884,4606460,0,0
1009257,4522455,1,0
1008883,3142497,2,0
1013488,4493205,0,0
1007919,3012454,0,0
1007227,3294861,0,0
103775,3159978,1,0
1014696,2378296,0,0
104639,2517594,0,0
102634,1239318,0,0
102260,2169936,1,0
1011565,2301660,0,0
1017562,2008937,0,0
104226,694428,4,0
1007396,701352,0,0
101112,1281351,0,0
1005389,437782,0,0
1010504,3973743,0,0
1015544,3092680,0,0
1000462,2521928,0,0
1003550,1317373,0,0
1006028,1591862,0,0
1004448,3780003,0,0
1017023,493664,0,0
1009723,3846790,0,0
1006872,2416650,0,0
105550,2366173,1,0
1012896,59982,0,0
1017734,1496154,0,0
104733,2911813,1,1
100284,3339511,0,0
1009630,2196942,0,0
1001662,2471334,1,0
1016024,329103,0,0
1012804,2683697,1,1
105567,1563032,0,0
1008481,4766264,0,0
1009934,3361878,0,0
1011729,774237,0,0
101797,2415023,0,0
105796,4053574,0,0
105536,4294513,0,0
102157,552180,0,0
1003947,2513425,1,0
1005548,3435698,2,0
1002460,2029000,0,0
1008277,1558802,3,1
1015705,2626498,0,0
1014252,3422397,0,0
105465,5019702,0,0
1017857,4117175,0,0
102119,2064789,0,0
1001566,4798013,0,0
102885,5070496,0,0
103313,2463699,1,0
1007460,4736791,0,0
1008500,1492270,0,0
1003292,3157087,0,0
104850,4173459,0,0
1016299,1447601,3,0
100540,3854410,0,0
102526,3750418,0,0
101245,920641,0,0
1009880,1858324,0,0
1004238,3331032,0,0
1016928,3497298,0,0
1014557,1149024,0,0
1017313,3975825,1,0
1013655,4806180,0,0
1012737,4460344,0,0
106306,4772450,0,0
1001130,4015464,0,0
1007779,3157978,0,0
102633,745989,0,0
1012849,2409534,0,0
100814,2331289,0,0
1010896,2366145,2,0
103854,4111771,0,0
1004357,4714231,0,0
1007601,1445232,0,0
100440,3720621,0,0
1016474,3306415,0,0
1013652,4542580,0,0
1009070,2236861,2,0
105131,3057794,1,0
10435,3868689,3,1
1000488,3809069,0,0
1017960,997913,0,0
1000519,3352297,0,0
104169,4185152,1,0
1017526,1780205,0,0
1013784,5061759,1,0
1005703,3418966,2,0
1007195,1306068,0,0
1014730,4947142,0,0
1005366,4077082,0,0
1017869,1669267,0,0
102596,3610809,0,0
1009202,1597187,0,0
1009982,4002411,0,0
1007120,75923,0,0
103373,1984229,1,0
1016385,2622419,0,0
1011365,1539874,1,0
104497,1414388,0,0
102690,4565624,0,0
1001224,204238,6,0
1011789,1297811,0,0
105001,4019667,0,0
1003230,3148234,0,0
1001360,3254818,0,0
1011862,807330,0,0
103272,1355688,1,0
1004785,1010775,0,0
1014880,364433,0,0
100616,2252053,0,0
1016920,1325249,0,0
1010017,4965664,0,0
1001910,1108418,0,0
1002066,3217302,0,0
1002307,2623988,0,0
1004426,4420864,0,0
106046,3059648,0,0
103197,3566302,0,0
1011793,17220,0,0
1013370,2368831,0,0
1010133,3295244,0,0
102662,421143,0,0
1004413,174089,0,0
1010655,2636127,0,0
1006754,2759038,3,0
1006616,3756887,3,0
103178,2462827,1,0
1010754,5096832,0,0
1014008,2945525,0,0
1007078,388775,0,0
1003887,1566033,0,0
101806,1716393,0,0
100283,1444342,1,0
1017730,1532517,1,0
10075,4808758,1,0
1002862,3250605,0,0
1002593,2537776,0,0
1003171,3085372,1,0
1017773,1144022,0,0
104014,675003,1,0
1006015,2960500,1,1
1010419,3848074,0,0
1006252,1932859,0,0
1005070,4577855,0,0
1009583,2316592,2,0
1016299,3251083,0,0
103049,2389427,2,0
1017762,1437343,4,0
1013365,1214111,0,0
1008289,3164226,0,0
1015219,11520,0,0
1008277,1325189,0,0
1000282,2865666,0,0
1008757,448934,1,0
1006404,3402932,0,0
102142,86256,4,1
1001642,2999092,0,0
103373,3400324,0,0
1000718,4810831,0,0
1017143,5118916,0,0
1008215,4091349,1,0
1008429,4669028,0,0
1013338,3117703,0,0
1001232,4571694,0,0
1007934,4527944,0,0
1010255,3387047,1,1
1002547,3769445,0,0
1016326,2523693,0,0
103084,800302,0,0
1013359,3960174,0,0
1012838,1337952,4,0
1001944,3853102,0,0
1005263,2032668,0,0
1015399,3933787,0,0
102953,3936740,0,0
106080,1469897,0,0
1015600,4621757,0,0
1004080,3673240,0,0
1001769,4076594,0,0
1016140,721629,0,0
103574,2254155,0,0
100803,5135024,0,0
1014286,1571141,2,0
105888,3083517,0,0
1007227,2665835,1,0
1011266,1886850,0,0
1013445,1864005,0,0
104570,3194778,0,0
1016232,3008759,0,0
1005551,1539493,0,0
1005412,3189715,1,0
1000775,4136459,0,0
1006655,2760856,1,0
102257,2266792,0,0
1000916,1075799,2,0
1012063,213381,0,0
1001054,1932441,10,1
1014557,2482434,0,0
104368,3751052,1,0
1009948,2190113,0,0
1017027,623771,1,0
1013488,327954,0,0
1005924,3187796,2,0
1009765,1303900,0,0
1006084,2901364,0,0
1017036,2338401,0,0
1000962,2290842,0,0
102748,1380496,0,0
1015545,1730879,0,0
1001800,2976215,0,0
1011332,3057633,0,0
1006767,2667139,0,0
1010269,30048,1,0
1015720,1722774,0,0
1004730,4267263,0,0
104356,2312261,0,0
1005487,3271149,0,0
1007629,55881,0,0
104169,1377634,0,0
1009496,197217,1,0
1001982,3457042,0,0
1012784,3493927,1,0
105869,3746614,0,0
101417,2852206,0,0
1007402,4394474,0,0
1014048,2541940,4,0
1009666,35612,0,0
1014219,1090398,1,0
1011100,1790506,0,0
1007602,1921004,0,0
1014035,4293964,0,0
1013109,4498633,1,0
1001686,3381809,0,0
104765,1625132,1,0
1002494,1810007,0,0
1013579,425362,0,0
1008316,460063,1,0
103877,3205306,0,0
1006392,2836983,0,0
100234,471071,1,0
105899,811925,1,0
1002970,3031801,0,0
103747,2313092,1,0
1000957,2984197,0,0
1002763,4297696,0,0
1004458,3495668,0,0
103543,406342,0,0
1001472,2317493,0,0
1016682,2698845,0,0
1017666,555181,0,0
1007925,410607,2,0
1002618,5138185,0,0
1010687,1739978,2,0
1003550,732804,1,0
1004572,4066700,0,0
1011868,2137872,0,0
104399,1881486,0,0
100540,3704450,0,0
1000107,3112458,1,0
100113,2121525,3,0
103261,2837527,0,0
105475,711782,0,0
1002250,4866351,0,0
100177,1184265,0,0
103141,3338018,0,0
1013276,5080229,0,0
1001513,3760408,0,0
101777,939913,0,0
1011892,2311801,0,0
1001967,2601503,1,0
1007965,462061,0,0
104423,2166692,0,0
1005082,551515,0,0
1001375,2040645,0,0
1002555,1089711,0,0
1015184,1359431,1,0
1013026,3434561,0,0
1014477,1876192,0,0
1016400,2168364,1,0
1013785,1125353,0,0
1003022,5038453,1,0
1007445,1179318,1,0
1010456,1844310,1,0
100227,3729186,1,1
102774,2094640,3,1
1017621,3849780,0,0
1012736,4493116,0,0
101474,4529104,0,0
102103,3779710,0,0
106252,714483,0,0
103313,794206,1,0
1009608,3246591,0,0
104346,641836,0,0
1012380,2947749,1,0
102359,3405094,0,0
1012232,5078099,0,0
1005105,3900020,0,0
1009070,1848482,2,0
1014064,79040,0,0
1011943,2484493,0,0
104293,608240,0,0
101678,755795,0,0
1009155,4246499,2,0
1006015,2614805,2,0
1014907,1059792,0,0
1011686,72628,1,0
10179,2140008,0,0
1013655,2645139,2,0
1005626,3188249,3,0
105360,3694038,0,0
1012290,3921853,0,0
105433,1485980,4,0
1013066,4782162,0,0
1011782,909042,0,0
1001301,3031847,0,0
1010784,2367945,0,0
1003157,4893577,0,0
1007139,836281,0,0
1009237,4228754,3,1
1000417,577224,0,0
1000521,1066843,0,0
103202,3848635,0,0
101023,4253606,0,0
1012947,2007703,0,0
1017170,4366480,0,0
1010478,4098964,0,0
1012022,432415,0,0
100002,3425923,0,0
1011782,4972978,0,0
1006338,5129498,0,0
1014799,625465,0,0
106276,4387588,0,0
106189,2500671,1,0
1012469,1094777,0,0
1001448,3768226,0,0
1008960,2225151,2,0
1006480,296051,0,0
1002311,723766,0,0
1008972,2976231,2,0
1011052,1348635,0,0
1008905,4515264,2,1
1016334,1859846,2,0
1003613,2046622,1,0
1000040,4540513,0,0
1012338,764038,0,0
1011988,1652417,0,0
1008830,1590954,0,0
1006803,3022395,0,0
103532,2440887,1,1
102770,2667090,0,0
1007791,3632679,0,0
1017143,834094,15,0
1003743,4850667,0,0
106084,3526926,1,0
1002339,2100054,3,0
1008744,1588147,0,0
1012638,317290,2,0
102110,2390718,0,0
1017579,1043245,0,0
1014106,2397328,0,0
101904,5019027,0,0
1001199,694929,0,0
101579,439250,0,0
1017928,4418897,0,0
1008612,4359203,4,1
103852,1533044,0,0
1002763,2421596,0,0
1012013,953247,2,1
1010263,2534180,1,1
101345,2681133,0,0
105550,1846009,0,0
1001466,1973512,0,0
1007495,1363812,1,0
101230,2422577,0,0
1009257,243862,0,0
1003321,3782615,0,0
1008411,4753124,0,0
104667,840968,1,0
101249,3121645,0,0
1001444,3868026,0,0
100191,87988,0,0
102593,3409946,0,0
1002862,1007334,1,0
1014716,329425,3,1
105204,3575377,1,0
1001485,3336882,0,0
1001468,594026,0,0
101568,718204,0,0
105433,2720222,0,0
1007796,1657405,1,0
103945,2356328,0,0
1009938,1334782,2,0
1010516,2811517,0,0
1014434,4745653,0,0
1013291,546424,0,0
10206,4775977,1,0
1005744,2624625,0,0
1006084,4811130,1,0
100712,77487,1,1
1012459,1038573,4,0
1012516,3449626,1,1
1015496,4279041,0,0
1010205,2659408,2,1
1007046,1075959,0,0
10296,2061291,0,0
1012867,3235600,0,0
1017511,1556677,0,0
1000037,1071479,0,0
1002696,4147319,0,0
1007195,4982698,0,0
102157,2786969,0,0
1016154,3593397,0,0
1017938,658904,1,1
1000417,3244581,0,0
100871,1397103,3,0
1007699,2149370,1,0
100113,4631888,0,0
1008587,276847,5,1
1014530,749668,2,0
1000004,4839543,1,0
105720,5127391,0,0
1014289,4259766,0,0
1004538,4544171,0,0
100173,2520535,1,0
1007919,3855552,0,0
1002583,1085961,0,0
1013559,876471,0,0
1009233,3783018,1,0
1015651,1424025,2,0
10230,478880,0,0
1011377,903182,0,0
1049,3650613,1,0
1005706,3758841,1,0
1000228,3430645,0,0
103566,2291017,0,0
1011365,4190024,0,0
1003495,2795669,0,0
1010279,3716523,0,0
1001228,548472,0,0
1005444,1127431,0,0
1011749,2850806,0,0
1001524,4263636,0,0
1009070,3918625,8,1
1000364,3791906,0,0
1005985,418571,0,0
101517,3118561,1,0
1010280,157892,0,0
104249,3666445,0,0
10396,4478783,3,0
105358,3714582,0,0
1001912,3813325,0,0
1014732,4683186,0,0
103313,1860500,1,0
1015988,3995017,1,0
101245,4358397,0,0
102119,3481315,0,0
1002705,3873499,0,0
1009508,4857385,0,0
102101,3887021,3,0
1013677,493603,0,0
1016342,4542905,0,0
102596,2942400,0,0
1002307,2324523,0,0
1012849,2507255,0,0
100225,3086151,2,1
1002228,128903,3,1
1008737,5127633,0,0
1002561,4740254,0,0
1002927,4229616,1,0
101345,2002389,0,0
104130,4906496,0,0
1001048,2803773,0,0
1004879,2383610,1,1
1016140,4597832,0,0
101299,4084751,0,0
1016651,4123792,2,1
1004584,4327573,0,0
1000296,1743538,0,0
1002765,4564647,0,0
103908,2101357,0,0
102728,4515958,0,0
1014008,4464334,0,0
1005564,1985722,0,0
1005722,2046,0,0
103628,5132811,0,0
102098,4939567,0,0
1013690,826164,0,0
1008711,2264662,0,0
1002114,4898733,0,0
1016489,3241839,0,0
10121,3381330,1,1
1003611,4888134,0,0
1005703,563689,0,0
1014577,419335,0,0
1016277,852348,0,0
1007674,3192492,0,0
1017557,2082073,0,0
1017046,1080368,0,0
1017613,4269573,0,0
1000307,2604165,1,0
1003044,30778,0,0
103538,3370836,3,1
104337,2279886,0,0
1004259,646703,2,0
1015720,766228,1,0
1011235,1941582,0,0
1016678,3896214,0,0
1011118,4391143,0,0
1007289,2579653,0,0
1009153,1329455,0,0
1005953,1245135,0,0
1006469,2986923,0,0
1010362,1922934,3,0
1012313,1172574,0,0
103733,4934163,0,0
1006404,414902,0,0
1002172,4524482,0,0
1014730,249805,0,0
1001618,3212631,2,0
1004680,2463694,0,0
1009155,2744149,1,0
1006057,2405472,0,0
104489,3968379,0,0
1008829,1509467,0,0
104019,2929734,0,0
1001847,3993924,0,0
1017105,2679647,1,0
103710,2626050,0,0
103694,773308,0,0
103146,2063076,0,0
1009233,4543805,0,0
1010534,405198,0,0
1004565,812774,0,0
1000194,4954999,0,0
1010177,2797952,1,0
1004337,585832,1,0
1008295,2871722,0,0
1007428,1369,0,0
1013118,1784255,0,0
1015814,4010432,0,0
1008799,2260294,0,0
1004028,4680339,0,0
101313,1480700,0,0
1000746,3819260,0,0
1016465,3973209,1,0
1010418,4593657,0,0
1010664,185319,0,0
1003239,4920934,0,0
10332,3970738,0,0
102534,3292641,0,0
1009748,3607383,0,0
102142,3957466,0,0
1014521,1535602,3,1
1002593,1312504,0,0
1014715,5047907,1,0
1001543,2754278,1,0
1015280,572368,0,0
1005744,3042832,0,0
1017938,3791340,0,0
1000408,592385,1,0
104623,4377458,2,1
1011961,4417445,0,0
1011872,1549638,0,0
101394,4441392,0,0
105540,2711288,0,0
1004651,4699162,0,0
1012459,1569585,0,0
1014048,2767608,0,0
103538,3386246,0,0
106103,777878,0,0
101047,2775412,0,0
1001829,3574574,0,0
101212,287426,0,0
1017284,3831648,0,0
101443,2652057,0,0
1014880,2726259,0,0
101457,528278,0,0
1011686,1762418,0,0
1006307,2659476,0,0
106067,1502122,0,0
1007094,4071094,0,0
100469,1514845,0,0
1001313,4889140,0,0
102063,4267053,0,0
1013381,2898986,0,0
1015255,3946466,0,0
1013150,547160,2,0
1000054,1470792,0,0
105330,247160,0,0
1013837,1007558,0,0
1006204,387621,0,0
105888,2601044,0,0
104420,3844826,2,0
1005659,3039876,0,0
105194,4717894,0,0
1006471,2474644,1,1
102632,1698583,4,1
1014912,3966479,0,0
102034,2072681,0,0
104169,1241124,0,0
105823,1430462,0,0
101904,378443,1,0
104894,4942438,0,0
1014637,525670,0,0
1016093,519234,0,0
1003351,1059740,0,0
1004106,1905239,0,0
1003938,2079722,0,0
1016717,2831889,2,0
1015387,3938664,0,0
1011096,4798123,0,0
1006935,1762339,0,0
1012525,2160174,6,1
1013888,2694491,3,0
1003152,4232446,0,0
1016018,4277273,0,0
1006405,2017158,2,1
100803,5042971,0,0
1002005,4570115,0,0
1004651,3773005,1,0
102897,2970300,2,0
1004505,3962553,1,0
1014694,3930749,0,0
1008418,1692435,0,0
1003050,3629344,0,0
1006446,4219087,0,0
100734,1290064,1,0
1011864,3940243,0,0
106213,4874008,0,0
1004259,840128,0,0
1000723,5018644,0,0
1015695,772667,0,0
1012553,659278,1,0
103910,4338315,0,0
1006817,884822,0,0
1006405,4193422,3,1
1001224,4826786,0,0
1016156,3625336,2,1
1007316,2582118,1,0
105748,3004666,0,0
1008295,2381247,0,0
1015394,2104191,0,0
10279,1682357,4,0
1001366,257772,0,0
1003838,1739594,1,0
102481,2414744,0,0
1006585,1780777,0,0
1013131,4853221,0,0
1012632,4053728,0,0
1010238,4385175,0,0
1017107,18996,0,0
1013711,3601083,0,0
103492,1172214,0,0
1011880,903616,0,0
1008615,1043707,7,0
106067,3635702,0,0
1011892,1578882,0,0
1004505,4522344,0,0
1004663,4245665,2,0
1017334,3788677,0,0
101357,467643,1,0
100977,100737,0,0
1015600,4135446,1,0
1005706,699267,0,0
1011789,4729419,3,0
100891,2715599,0,0
1005681,3613547,0,0
1006021,1355094,0,0
1011992,1817131,0,0
1013920,2533652,5,1
105136,1604514,0,0
1008956,3845720,0,0
1014935,3721789,1,0
1013520,642074,0,0
10092,1467093,1,1
1001296,386403,3,1
1005502,3102816,0,0
100336,2016147,0,0
101394,988470,4,0
102885,1078780,0,0
1007202,3805924,0,0
103680,4531144,0,0
1004381,1260874,0,0
101735,2025392,1,1
101031,1632533,0,0
105952,2105858,0,0
1015831,396013,0,0
104675,4369622,0,0
1011735,1486438,0,0
1003553,3209292,1,0
1006307,676637,1,0
1011648,2732470,0,0
10240,2563966,0,0
1000209,2978453,0,0
1006470,1629337,1,1
1009073,2826241,0,0
1010785,396417,0,0
10306,1538887,0,0
1000912,4287394,0,0
1010519,609992,0,0
100860,4663176,1,0
1014817,4853417,0,0
105204,663616,0,0
104014,4524200,0,0
1005916,2582396,1,1
1015592,1801196,0,0
1015272,2669038,0,0
1001800,3779312,0,0
1006262,1383799,0,0
104098,880183,0,0
1010518,1991204,0,0
1017621,4439049,0,0
1003332,1962703,1,0
1003822,1702069,0,0
1009501,85886,0,0
1009039,4352555,4,1
100812,812304,0,0
1013202,4443338,0,0
1000059,1098734,0,0
105392,4941886,0,0
1010327,4667342,2,0
106056,2721464,0,0
1007839,2766674,2,0
1011181,1478308,2,0
100225,4764264,0,0
102256,1062370,0,0
1017209,813295,0,0
104386,980034,0,0
1004228,4447137,0,0
1002696,4536747,0,0
105979,2954159,0,0
1003199,2174363,0,0
105001,2608272,0,0
1012403,2267027,1,0
1016832,1541410,0,0
103741,3168426,0,0
1009765,3380890,1,1
1017575,3328466,0,0
1002966,4401387,0,0
1003942,2430209,2,0
100191,4312732,2,0
102534,3051457,0,0
101212,3149013,1,0
1015571,3190050,0,0
1003979,2044932,1,0
101909,752163,0,0
1000664,4530191,1,0
1007006,3584131,0,0
1007704,4692775,0,0
100429,2307882,0,0
104065,2933329,0,0
1001054,1914242,0,0
105581,4426074,1,0
104811,3686656,0,0
101381,1205096,0,0
100503,2293309,0,0
102312,280253,0,0
103084,1772315,0,0
1014800,3678688,0,0
1016334,3459380,1,0
106286,292317,0,0
1010617,1062424,0,0
1014935,990540,1,0
1016783,1390240,1,1
1009516,2790543,0,0
1012290,3618200,1,0
1006351,861340,0,0
1012778,54022,0,0
102662,2620632,0,0
1008737,3243857,1,0
1011409,2921022,0,0
100340,2553025,0,0
101320,2055112,0,0
1011017,3826171,0,0
1013943,1088947,0,0
100225,4111989,0,0
103628,4751198,0,0
1008684,4827084,0,0
1006121,3624691,0,0
102838,2290575,0,0
1008277,901778,0,0
1010516,3082447,0,0
104346,2531012,0,0
1003893,5030212,0,0
1002536,1918422,2,1
1003863,990169,0,0
1013611,1158545,0,0
103460,411702,0,0
1011988,4301762,0,0
1000636,1755446,0,0
100038,3297714,0,0
105796,724200,0,0
103020,4035146,1,1
1004196,2925033,0,0
101520,4732754,0,0
1017541,3514067,0,0
100562,1153099,0,0
1008829,1535294,0,0
105823,838054,0,0
101443,4356989,0,0
1008324,4251458,0,0
1003756,471582,4,0
1001130,3775679,0,0
1007602,3271410,0,0
10332,2034584,2,0
100531,737328,2,0
1012638,4299777,0,0
1000519,3647444,0,0
105778,2320445,1,0
1013027,3253282,0,0
1007071,4822582,0,0
1003509,3439413,3,1
1007538,858405,0,0
1002587,4212317,0,0
1000093,307193,1,0
1007597,1361113,0,0
1011365,1952714,0,0
1010739,2386645,0,0
104653,2163881,0,0
1003327,4789288,0,0
1000718,3017660,0,0
1004800,2884207,0,0
10296,3710975,0,0
101777,1693560,2,0
1013690,4545828,0,0
101340,1367245,0,0
106007,2896153,1,0
1014577,1842009,0,0
105873,263989,1,1
1004087,206323,0,0
1011695,569876,0,0
1010362,3345258,1,0
105088,4753525,0,0
105988,5015771,1,0
1047,571232,0,0
104820,2112501,0,0
1009396,2706625,0,0
1002214,3665503,1,0
1013844,4194290,0,0
1016334,1369802,0,0
104944,4117740,0,0
1009129,505292,0,0
1005166,1826559,1,0
1008737,4386070,0,0
1007078,572645,0,0
103272,554957,0,0
1010381,4789112,0,0
103373,118172,0,0
105128,355857,0,0
1010231,4700733,0,0
1010572,3938629,0,0
1009768,4588234,1,0
1004839,2388049,0,0
1009559,2214502,0,0
104562,1198760,0,0
10449,943778,2,0
105992,3330773,0,0
1016838,549002,0,0
1004204,1181659,0,0
1012535,1854363,0,0
100528,3124140,0,0
1013097,715205,0,0
1004122,4962663,0,0
1009861,1727456,0,0
1005982,153517,0,0
1007396,1701420,0,0
1006986,1674195,0,0
1016139,1841984,0,0
1015263,1117631,0,0
101613,1303809,0,0
1012000,4900759,0,0
1012179,3078286,0,0
1006563,3594783,0,0
1012682,4558789,1,0
102119,2990198,0,0
105199,4209133,1,0
1003792,5087018,0,0
1005703,450965,0,0
1015770,2680513,0,0
10206,2846402,0,0
102632,3715438,0,0
102050,3323508,0,0
103949,322765,0,0
1001829,4033050,0,0
1012411,4976854,1,0
1006307,2866351,0,0
103439,1914411,0,0
1013877,4846997,0,0
1004196,896932,0,0
1004228,3451477,0,0
1014939,4113700,0,0
1007911,2906553,0,0
101515,1622768,0,0
1005681,569838,0,0
1016803,2260677,0,0
1015856,522086,2,0
1009948,324861,0,0
101640,4202387,1,0
1011227,1652429,0,0
1008639,4827983,1,0
1016939,232919,2,0
103137,4556975,0,0
102534,3893319,0,0
1017135,266042,0,0
105548,3695488,0,0
103916,27243,0,0
1009407,3680757,0,0
106190,196287,0,0
1001855,2747522,0,0
1012177,2969915,0,0
1007423,5108892,0,0
1009681,850939,0,0
1000326,568706,0,0
1015330,4240067,0,0
1010124,1174036,4,0
1010533,4580321,11,0
104778,4588384,0,0
1017368,3153943,0,0
1016079,875790,1,0
1002566,3387484,3,1
1008733,1911214,0,0
100242,4443059,0,0
103680,2256598,1,0
1010981,4163996,0,0
105461,3509502,6,1
100734,663616,0,0
1002066,3816801,3,1
1005845,100921,0,0
100342,3146715,0,0
1004671,2414613,2,0
1005742,1876437,0,0
1010017,3000707,1,0
1003613,3040916,0,0
103176,1224758,0,0
100075,4448022,0,0
1005746,2209286,0,0
1010017,2828303,1,0
1001769,714790,0,0
1003740,4583952,10,0
1009532,686706,0,0
1016129,2497623,0,0
1014721,2430171,0,0
10396,447253,1,0
1012017,1965030,0,0
1010780,418517,1,0
1011789,1620395,0,0
102690,4633574,0,0
1017284,959083,0,0
1012000,4453668,1,0
1007691,2756790,0,0
100030,1134258,1,0
1002316,3269212,0,0
1007786,1755861,0,0
1000749,84996,0,0
1001241,2748359,0,0
102001,5072818,0,0
106286,4727693,1,0
1012528,2051155,2,1
