"user_id","pv_count","buy_count","cart_count","fav_count","buy_rate","active_score","high_freq_category","update_time"
"10388","11","3","1","2","0.2727","0.26","4476428","10/5/2026 20:49:38"
"10395","5","3","1","0","0.6","0.16","3815870","10/5/2026 20:49:38"
"10396","110","1","2","1","0.0091","1.19","1722855","10/5/2026 20:49:38"
"10404","43","4","4","1","0.093","0.65","2072473","10/5/2026 20:49:38"
"10406","50","0","4","1","0","0.6","3607361","10/5/2026 20:49:38"
"10407","143","4","4","0","0.028","1.63","2671397","10/5/2026 20:49:38"
"10422","136","0","6","3","0","1.54","4756105","10/5/2026 20:49:38"
"10432","7","0","2","0","0","0.11","1061857","10/5/2026 20:49:38"
"10435","96","2","0","13","0.0208","1.28","2154867","10/5/2026 20:49:38"
"10449","128","2","4","0","0.0156","1.42","1859277","10/5/2026 20:49:38"
"10451","143","0","13","10","0","1.89","4070504","10/5/2026 20:49:38"
"10452","93","4","0","0","0.043","1.05","1419417","10/5/2026 20:49:38"
"10458","38","1","7","0","0.0263","0.55","4801426","10/5/2026 20:49:38"
"10461","5","0","1","0","0","0.07","3549297","10/5/2026 20:49:38"
"10464","79","0","1","0","0","0.81","634390","10/5/2026 20:49:38"
"10465","70","1","7","3","0.0143","0.93","4756105","10/5/2026 20:49:38"
"10469","25","9","7","0","0.36","0.66","3720767","10/5/2026 20:49:38"
"10475","48","0","2","0","0","0.52","2558244","10/5/2026 20:49:38"
"10476","36","4","3","1","0.1111","0.56","4756105","10/5/2026 20:49:38"
"10485","39","1","5","0","0.0256","0.52","1008362","10/5/2026 20:49:38"
"10486","53","0","2","0","0","0.57","4357323","10/5/2026 20:49:38"
"10487","24","2","1","1","0.0833","0.34","4606718","10/5/2026 20:49:38"
"10490","8","4","0","0","0.5","0.2","1265358","10/5/2026 20:49:38"
"10491","24","0","0","0","0","0.24","2982027","10/5/2026 20:49:38"
"10502","29","4","1","2","0.1379","0.47","4760804","10/5/2026 20:49:38"
"10512","38","3","1","0","0.0789","0.49","2982027","10/5/2026 20:49:38"
"10513","8","0","0","0","0","0.08","4070504","10/5/2026 20:49:38"
"10514","39","0","6","0","0","0.51","2640118","10/5/2026 20:49:38"
"10515","36","1","0","0","0.0278","0.39","1943989","10/5/2026 20:49:38"
"10517","70","1","15","2","0.0143","1.07","2253970","10/5/2026 20:49:38"
"10519","13","4","0","0","0.3077","0.25","4217906","10/5/2026 20:49:38"
"10524","40","0","2","16","0","0.76","4145813","10/5/2026 20:49:38"
"10526","90","1","6","0","0.0111","1.05","4756105","10/5/2026 20:49:38"
"10527","74","0","0","0","0","0.74","1081037","10/5/2026 20:49:38"
"10529","112","1","3","0","0.0089","1.21","1548278","10/5/2026 20:49:38"
"10537","7","0","0","0","0","0.07","4756105","10/5/2026 20:49:38"
"10542","9","1","0","0","0.1111","0.12","4858656","10/5/2026 20:49:38"
"10545","9","0","4","0","0","0.17","1019260","10/5/2026 20:49:38"
"10552","50","1","13","0","0.02","0.79","4801426","10/5/2026 20:49:38"
"10566","51","0","0","6","0","0.63","2945933","10/5/2026 20:49:38"
"10571","8","1","0","1","0.125","0.13","2520377","10/5/2026 20:49:38"
"10593","36","0","0","1","0","0.38","1253595","10/5/2026 20:49:38"
"10597","95","0","7","0","0","1.09","1595193","10/5/2026 20:49:38"
"10603","122","0","1","10","0","1.44","2806049","10/5/2026 20:49:38"
"10608","135","4","0","2","0.0296","1.51","2892802","10/5/2026 20:49:38"
"10615","172","1","7","1","0.0058","1.91","4145813","10/5/2026 20:49:38"
"10618","26","4","9","0","0.1538","0.56","2578647","10/5/2026 20:49:38"
"10622","27","4","2","0","0.1481","0.43","35290","10/5/2026 20:49:38"
"10628","65","1","5","1","0.0154","0.8","2736436","10/5/2026 20:49:38"
"10629","24","2","8","0","0.0833","0.46","1516409","10/5/2026 20:49:38"
"10630","33","1","3","1","0.0303","0.44","4763051","10/5/2026 20:49:38"
"100002","60","1","0","3","0.0167","0.69","4806751","10/5/2026 20:49:38"
"100009","16","1","0","0","0.0625","0.19","490076","10/5/2026 20:49:38"
"100010","123","0","0","4","0","1.31","3416804","10/5/2026 20:49:38"
"100021","16","0","0","0","0","0.16","1299190","10/5/2026 20:49:38"
"100030","98","4","6","0","0.0408","1.22","965809","10/5/2026 20:49:38"
"100038","29","0","5","0","0","0.39","2355072","10/5/2026 20:49:38"
"100059","13","0","1","0","0","0.15","4039865","10/5/2026 20:49:38"
"100068","101","2","7","12","0.0198","1.45","4145813","10/5/2026 20:49:38"
"100075","125","1","5","13","0.008","1.64","4462359","10/5/2026 20:49:38"
"100083","50","0","9","0","0","0.68","3607361","10/5/2026 20:49:38"
"100088","5","2","0","0","0.4","0.11","226943","10/5/2026 20:49:38"
"100091","66","2","0","0","0.0303","0.72","4731191","10/5/2026 20:49:38"
"100095","19","0","9","0","0","0.37","902410","10/5/2026 20:49:38"
"100101","94","18","3","0","0.1915","1.54","4756105","10/5/2026 20:49:38"
"100103","14","0","0","0","0","0.14","1207887","10/5/2026 20:49:38"
"100105","64","2","0","0","0.0313","0.7","2247787","10/5/2026 20:49:38"
"100107","65","1","0","0","0.0154","0.68","1275696","10/5/2026 20:49:38"
"100109","85","0","2","0","0","0.89","4756105","10/5/2026 20:49:38"
"100113","46","2","1","0","0.0435","0.54","4151801","10/5/2026 20:49:38"
"100116","53","6","0","0","0.1132","0.71","903809","10/5/2026 20:49:38"
"100125","22","0","0","0","0","0.22","2520377","10/5/2026 20:49:38"
"100128","75","1","3","2","0.0133","0.88","4756105","10/5/2026 20:49:38"
"100134","50","9","3","0","0.18","0.83","1320293","10/5/2026 20:49:38"
"100141","96","1","11","2","0.0104","1.25","3607361","10/5/2026 20:49:38"
"100164","23","1","3","0","0.0435","0.32","4396514","10/5/2026 20:49:38"
"100173","75","6","1","13","0.08","1.21","2355072","10/5/2026 20:49:38"
"100177","70","2","8","0","0.0286","0.92","3607361","10/5/2026 20:49:38"
"100178","206","0","13","0","0","2.32","4145813","10/5/2026 20:49:38"
"100184","46","0","0","11","0","0.68","753984","10/5/2026 20:49:38"
"100186","19","3","2","0","0.1579","0.32","3496816","10/5/2026 20:49:38"
"100191","186","2","17","0","0.0108","2.26","2465336","10/5/2026 20:49:38"
"100197","9","2","0","0","0.2222","0.15","4301450","10/5/2026 20:49:38"
"100199","186","0","7","0","0","2","4242717","10/5/2026 20:49:38"
"100204","84","4","1","0","0.0476","0.98","3171095","10/5/2026 20:49:38"
"100210","13","0","0","0","0","0.13","2586826","10/5/2026 20:49:38"
"100215","100","2","19","0","0.02","1.44","4756105","10/5/2026 20:49:38"
"100225","86","2","15","0","0.0233","1.22","2520771","10/5/2026 20:49:38"
"100227","77","0","0","20","0","1.17","2355072","10/5/2026 20:49:38"
"100234","199","6","16","6","0.0302","2.61","2072473","10/5/2026 20:49:38"
"100240","47","0","7","0","0","0.61","1125862","10/5/2026 20:49:38"
"100242","157","4","3","12","0.0255","1.99","1879194","10/5/2026 20:49:38"
"100243","28","1","3","7","0.0357","0.51","4181361","10/5/2026 20:49:38"
"100249","78","2","13","0","0.0256","1.1","4181361","10/5/2026 20:49:38"
"100257","11","5","0","0","0.4545","0.26","2210612","10/5/2026 20:49:38"
"100259","20","1","1","0","0.05","0.25","4869837","10/5/2026 20:49:38"
"100261","46","2","7","0","0.0435","0.66","4756105","10/5/2026 20:49:38"
"100264","33","1","1","2","0.0303","0.42","4756105","10/5/2026 20:49:38"
"100273","30","0","0","2","0","0.34","3607361","10/5/2026 20:49:38"
"100274","8","0","0","0","0","0.08","2982027","10/5/2026 20:49:38"
"100277","11","0","1","0","0","0.13","1879194","10/5/2026 20:49:38"
"100279","12","2","0","0","0.1667","0.18","3747017","10/5/2026 20:49:38"
"100283","148","0","2","0","0","1.52","4756105","10/5/2026 20:49:38"
"100284","76","0","15","28","0","1.62","4357323","10/5/2026 20:49:38"
"100285","6","1","4","3","0.1667","0.23","3189162","10/5/2026 20:49:38"
"100292","32","1","0","0","0.0313","0.35","1029459","10/5/2026 20:49:38"
"100294","16","5","2","0","0.3125","0.35","3556745","10/5/2026 20:49:38"
"100307","11","1","1","0","0.0909","0.16","848854","10/5/2026 20:49:38"
"100308","24","1","0","0","0.0417","0.27","84264","10/5/2026 20:49:38"
"100313","30","1","0","0","0.0333","0.33","1349561","10/5/2026 20:49:38"
"100318","87","2","5","1","0.023","1.05","4135836","10/5/2026 20:49:38"
"100322","53","0","0","1","0","0.55","1994940","10/5/2026 20:49:38"
"100324","60","0","5","1","0","0.72","2297500","10/5/2026 20:49:38"
"100336","41","0","1","6","0","0.55","2939262","10/5/2026 20:49:38"
"100338","18","0","0","0","0","0.18","1789614","10/5/2026 20:49:38"
"100339","26","1","0","0","0.0385","0.29","4217906","10/5/2026 20:49:38"
"100340","120","2","1","1","0.0167","1.3","3112817","10/5/2026 20:49:38"
"100342","39","0","0","6","0","0.51","3138705","10/5/2026 20:49:38"
"100346","25","0","1","6","0","0.39","4533189","10/5/2026 20:49:38"
"100356","115","5","22","0","0.0435","1.74","2520377","10/5/2026 20:49:38"
"100357","82","0","1","0","0","0.84","3607361","10/5/2026 20:49:38"
"100363","31","2","1","0","0.0645","0.39","1252230","10/5/2026 20:49:38"
"100370","134","1","3","3","0.0075","1.49","149192","10/5/2026 20:49:38"
"100377","22","2","0","0","0.0909","0.28","2629787","10/5/2026 20:49:38"
"100386","28","0","4","0","0","0.36","1051370","10/5/2026 20:49:38"
"100388","2","2","0","0","1","0.08","1783423","10/5/2026 20:49:38"
"100395","14","1","3","0","0.0714","0.23","2520377","10/5/2026 20:49:38"
"100400","233","0","8","1","0","2.51","4145813","10/5/2026 20:49:38"
"100401","43","1","13","1","0.0233","0.74","4756105","10/5/2026 20:49:38"
"100404","13","0","0","0","0","0.13","4145813","10/5/2026 20:49:38"
"100409","34","0","0","0","0","0.34","2885642","10/5/2026 20:49:38"
"100428","131","0","22","0","0","1.75","3975787","10/5/2026 20:49:38"
"100429","87","0","19","1","0","1.27","4391936","10/5/2026 20:49:38"
"100440","27","1","2","0","0.037","0.34","1274818","10/5/2026 20:49:38"
"100451","174","1","13","0","0.0057","2.03","982926","10/5/2026 20:49:38"
"100453","18","0","6","6","0","0.42","4357323","10/5/2026 20:49:38"
"100464","43","0","2","0","0","0.47","4203730","10/5/2026 20:49:38"
"100466","6","0","2","0","0","0.1","2321441","10/5/2026 20:49:38"
"100469","53","0","5","0","0","0.63","4181361","10/5/2026 20:49:38"
"100474","41","0","7","0","0","0.55","84264","10/5/2026 20:49:38"
"100477","28","4","4","0","0.1429","0.48","2982027","10/5/2026 20:49:38"
"100482","32","0","0","0","0","0.32","3917972","10/5/2026 20:49:38"
"100483","155","3","2","0","0.0194","1.68","2096639","10/5/2026 20:49:38"
"100493","29","2","1","0","0.069","0.37","1125862","10/5/2026 20:49:38"
"100501","11","1","0","0","0.0909","0.14","4672807","10/5/2026 20:49:38"
"100503","37","0","0","5","0","0.47","5071267","10/5/2026 20:49:38"
"100523","84","1","19","0","0.0119","1.25","102272","10/5/2026 20:49:38"
"100525","52","0","0","1","0","0.54","2096639","10/5/2026 20:49:38"
"100528","44","5","5","2","0.1136","0.73","2885642","10/5/2026 20:49:38"
"100531","358","1","0","0","0.0028","3.61","3738615","10/5/2026 20:49:38"
"100539","29","0","0","8","0","0.45","4357323","10/5/2026 20:49:38"
"100540","117","4","15","0","0.0342","1.59","2640118","10/5/2026 20:49:38"
"100561","31","1","4","0","0.0323","0.42","3497230","10/5/2026 20:49:38"
"100562","70","0","4","6","0","0.9","2885642","10/5/2026 20:49:38"
"100567","77","2","1","5","0.026","0.95","1575622","10/5/2026 20:49:38"
"100571","15","0","0","0","0","0.15","3795317","10/5/2026 20:49:38"
"100580","205","5","10","2","0.0244","2.44","2465336","10/5/2026 20:49:38"
"100593","70","0","17","0","0","1.04","3607361","10/5/2026 20:49:38"
"100595","126","2","19","0","0.0159","1.7","982926","10/5/2026 20:49:38"
"100599","69","4","2","0","0.058","0.85","903809","10/5/2026 20:49:38"
"100600","33","1","4","0","0.0303","0.44","4151801","10/5/2026 20:49:38"
"100614","118","1","1","1","0.0085","1.25","2925160","10/5/2026 20:49:38"
"100615","50","2","1","1","0.04","0.6","1859277","10/5/2026 20:49:38"
"100616","52","0","3","1","0","0.6","4756105","10/5/2026 20:49:38"
"100621","91","0","0","4","0","0.99","4801426","10/5/2026 20:49:38"
"100628","8","0","1","0","0","0.1","3299155","10/5/2026 20:49:38"
"100641","50","1","0","1","0.02","0.55","2885642","10/5/2026 20:49:38"
"100663","11","2","0","0","0.1818","0.17","245030","10/5/2026 20:49:38"
"100664","82","1","2","13","0.0122","1.15","2885642","10/5/2026 20:49:38"
"100678","2","9","10","0","4.5","0.49","4801426","10/5/2026 20:49:38"
"100680","63","0","1","2","0","0.69","2572604","10/5/2026 20:49:38"
"100681","68","0","0","2","0","0.72","2520377","10/5/2026 20:49:38"
"100687","34","0","4","0","0","0.42","873792","10/5/2026 20:49:38"
"100688","46","2","3","0","0.0435","0.58","753984","10/5/2026 20:49:38"
"100700","61","0","1","3","0","0.69","4357323","10/5/2026 20:49:38"
"100702","95","0","1","0","0","0.97","4473353","10/5/2026 20:49:38"
"100712","98","0","10","0","0","1.18","2520377","10/5/2026 20:49:38"
"100719","57","1","7","0","0.0175","0.74","4756105","10/5/2026 20:49:38"
"100724","27","0","0","0","0","0.27","3106495","10/5/2026 20:49:38"
"100734","54","1","3","1","0.0185","0.65","2515942","10/5/2026 20:49:38"
"100740","18","2","5","0","0.1111","0.34","200278","10/5/2026 20:49:38"
"100757","62","2","18","0","0.0323","1.04","2885642","10/5/2026 20:49:38"
"100760","51","3","0","3","0.0588","0.66","1014564","10/5/2026 20:49:38"
"100762","200","0","19","0","0","2.38","4145813","10/5/2026 20:49:38"
"100772","27","1","12","0","0.037","0.54","149192","10/5/2026 20:49:38"
"100781","76","1","1","0","0.0132","0.81","3123784","10/5/2026 20:49:38"
"100784","16","0","5","0","0","0.26","2735466","10/5/2026 20:49:38"
"100794","207","1","5","1","0.0048","2.22","1807416","10/5/2026 20:49:38"
"100797","79","2","1","4","0.0253","0.95","982926","10/5/2026 20:49:38"
"100800","8","1","0","0","0.125","0.11","1299190","10/5/2026 20:49:38"
"100803","85","4","0","1","0.0471","0.99","3607361","10/5/2026 20:49:38"
"100812","38","4","1","0","0.1053","0.52","4756105","10/5/2026 20:49:38"
"100814","280","1","13","0","0.0036","3.09","3738615","10/5/2026 20:49:38"
"100815","42","1","5","0","0.0238","0.55","4244487","10/5/2026 20:49:38"
"100816","25","1","1","0","0.04","0.3","4145813","10/5/2026 20:49:38"
"100821","50","2","10","3","0.04","0.82","866301","10/5/2026 20:49:38"
"100822","24","1","2","0","0.0417","0.31","982926","10/5/2026 20:49:38"
"100841","29","0","3","0","0","0.35","4756105","10/5/2026 20:49:38"
"100847","66","1","7","1","0.0152","0.85","1320293","10/5/2026 20:49:38"
"100853","70","0","4","0","0","0.78","1249923","10/5/2026 20:49:38"
"100854","23","0","7","0","0","0.37","2885642","10/5/2026 20:49:38"
"100856","10","2","1","1","0.2","0.2","2975713","10/5/2026 20:49:38"
"100860","114","5","11","0","0.0439","1.51","982926","10/5/2026 20:49:38"
"100865","110","0","8","2","0","1.3","903809","10/5/2026 20:49:38"
"100871","46","2","7","0","0.0435","0.66","982926","10/5/2026 20:49:38"
"100877","108","0","0","5","0","1.18","982926","10/5/2026 20:49:38"
"100884","9","0","6","0","0","0.21","3189162","10/5/2026 20:49:38"
"100891","149","2","3","10","0.0134","1.81","3002561","10/5/2026 20:49:38"
"100893","85","1","9","0","0.0118","1.06","149192","10/5/2026 20:49:38"
"100898","28","0","6","0","0","0.4","4050612","10/5/2026 20:49:38"
"100901","65","1","2","1","0.0154","0.74","737184","10/5/2026 20:49:38"
"100925","124","2","5","7","0.0161","1.54","2355072","10/5/2026 20:49:38"
"100927","28","1","0","2","0.0357","0.35","2926020","10/5/2026 20:49:38"
"100933","5","0","1","0","0","0.07","2355072","10/5/2026 20:49:38"
"100970","10","1","2","0","0.1","0.17","2476560","10/5/2026 20:49:38"
"100977","31","2","1","0","0.0645","0.39","4338287","10/5/2026 20:49:38"
"100981","25","0","1","0","0","0.27","4217906","10/5/2026 20:49:38"
"100988","95","0","0","0","0","0.95","3299155","10/5/2026 20:49:38"
"100992","50","1","5","0","0.02","0.63","4217906","10/5/2026 20:49:38"
"101001","84","3","6","0","0.0357","1.05","570735","10/5/2026 20:49:38"
"101003","64","4","2","1","0.0625","0.82","982926","10/5/2026 20:49:38"
"101008","70","7","2","13","0.1","1.21","1851156","10/5/2026 20:49:38"
"101013","120","1","0","1","0.0083","1.25","4756105","10/5/2026 20:49:38"
"101021","64","2","1","0","0.0313","0.72","154040","10/5/2026 20:49:38"
"101023","63","3","10","0","0.0476","0.92","3299155","10/5/2026 20:49:38"
"101024","56","1","15","0","0.0179","0.89","2735466","10/5/2026 20:49:38"
"101030","27","0","0","0","0","0.27","1207887","10/5/2026 20:49:38"
"101031","15","0","0","0","0","0.15","3172967","10/5/2026 20:49:38"
"101033","31","2","3","0","0.0645","0.43","2735466","10/5/2026 20:49:38"
"101035","66","0","1","0","0","0.68","1080785","10/5/2026 20:49:38"
"101047","58","2","8","0","0.0345","0.8","569703","10/5/2026 20:49:38"
"101051","33","0","0","0","0","0.33","662846","10/5/2026 20:49:38"
"101056","28","1","11","0","0.0357","0.53","570735","10/5/2026 20:49:38"
"101058","43","1","11","0","0.0233","0.68","1320293","10/5/2026 20:49:38"
"101063","68","2","1","0","0.0294","0.76","4756105","10/5/2026 20:49:38"
"101069","74","0","2","0","0","0.78","3607361","10/5/2026 20:49:38"
"101072","9","0","1","0","0","0.11","2096639","10/5/2026 20:49:38"
"101082","131","6","2","9","0.0458","1.71","4756105","10/5/2026 20:49:38"
"101084","60","1","8","0","0.0167","0.79","4462359","10/5/2026 20:49:38"
"101088","27","1","0","0","0.037","0.3","2581941","10/5/2026 20:49:38"
"101092","5","2","1","1","0.4","0.15","4350978","10/5/2026 20:49:38"
"101096","95","6","12","0","0.0632","1.37","4801426","10/5/2026 20:49:38"
"101101","14","0","3","1","0","0.22","874415","10/5/2026 20:49:38"
"101104","22","1","0","6","0.0455","0.37","1354236","10/5/2026 20:49:38"
"101107","177","0","16","4","0","2.17","1080785","10/5/2026 20:49:38"
"101110","11","0","0","0","0","0.11","4003932","10/5/2026 20:49:38"
"101111","39","0","0","1","0","0.41","2106073","10/5/2026 20:49:38"
"101112","91","2","2","0","0.022","1.01","1308457","10/5/2026 20:49:38"
"101114","34","2","0","0","0.0588","0.4","2796753","10/5/2026 20:49:38"
"101118","22","0","0","0","0","0.22","4768477","10/5/2026 20:49:38"
"101125","23","0","6","0","0","0.35","846990","10/5/2026 20:49:38"
"101144","10","1","2","7","0.1","0.31","1046047","10/5/2026 20:49:38"
"101149","39","0","13","0","0","0.65","4756105","10/5/2026 20:49:38"
"101150","140","1","5","0","0.0071","1.53","1216617","10/5/2026 20:49:38"
"101157","32","0","0","0","0","0.32","4357323","10/5/2026 20:49:38"
"101164","12","0","4","0","0","0.2","5071267","10/5/2026 20:49:38"
"101165","47","1","8","0","0.0213","0.66","3848953","10/5/2026 20:49:38"
"101182","122","2","10","0","0.0164","1.48","3720767","10/5/2026 20:49:38"
"101184","49","0","9","0","0","0.67","4357323","10/5/2026 20:49:38"
"101188","77","7","2","0","0.0909","1.02","154040","10/5/2026 20:49:38"
"101189","88","1","5","7","0.0114","1.15","4801426","10/5/2026 20:49:38"
"101190","48","1","4","0","0.0208","0.59","1029459","10/5/2026 20:49:38"
"101204","14","1","0","0","0.0714","0.17","4756105","10/5/2026 20:49:38"
"101205","8","0","0","0","0","0.08","2355072","10/5/2026 20:49:38"
"101210","18","1","1","0","0.0556","0.23","901282","10/5/2026 20:49:38"
"101212","108","6","41","0","0.0556","2.08","149192","10/5/2026 20:49:38"
"101217","15","0","0","0","0","0.15","146830","10/5/2026 20:49:38"
"101230","204","2","19","1","0.0098","2.5","2520771","10/5/2026 20:49:38"
"101231","53","2","10","1","0.0377","0.81","982926","10/5/2026 20:49:38"
"101233","88","0","0","0","0","0.88","1051370","10/5/2026 20:49:38"
"101239","88","3","11","1","0.0341","1.21","4672807","10/5/2026 20:49:38"
"101245","62","3","1","0","0.0484","0.73","2355072","10/5/2026 20:49:38"
"101249","403","5","8","0","0.0124","4.34","4801426","10/5/2026 20:49:38"
"101252","19","0","1","0","0","0.21","210544","10/5/2026 20:49:38"
"101260","19","2","7","0","0.1053","0.39","815311","10/5/2026 20:49:38"
"101269","35","1","0","1","0.0286","0.4","1879194","10/5/2026 20:49:38"
"101273","110","0","1","0","0","1.12","401357","10/5/2026 20:49:38"
"101296","9","1","0","0","0.1111","0.12","3102419","10/5/2026 20:49:38"
"101299","47","0","2","4","0","0.59","3607361","10/5/2026 20:49:38"
"101300","14","2","8","0","0.1429","0.36","570735","10/5/2026 20:49:38"
"101303","32","3","4","3","0.0938","0.55","4082778","10/5/2026 20:49:38"
